Wear always protective equipment including helmets , kneepads and others .	['VB', 'RB', 'JJ', 'NN', 'VBG', 'NNS', ',', 'NNS', 'CC', 'NNS', '.']	[('root', 0), ('advmod', 3), ('amod', 4), ('obj', 1), ('case', 6), ('nmod', 4), ('punct', 8), ('conj', 6), ('cc', 10), ('conj', 6), ('punct', 1)]
It keeps you in shape AND opens your mind to some cool techno-rock music that you can say you found on an underground website .	['PRP', 'VBZ', 'PRP', 'IN', 'NN', 'CC', 'VBZ', 'PRP$', 'NN', 'IN', 'DT', 'JJ', 'NN', 'HYPH', 'NN', 'NN', 'WDT', 'PRP', 'MD', 'VB', 'PRP', 'VBD', 'IN', 'DT', 'JJ', 'NN', '.']	[('nsubj', 2), ('root', 0), ('obj', 2), ('case', 5), ('obl', 2), ('cc', 7), ('conj', 2), ('nmod:poss', 9), ('obj', 7), ('case', 16), ('det', 16), ('amod', 16), ('compound', 15), ('punct', 15), ('compound', 16), ('obl', 7), ('obj', 20), ('nsubj', 20), ('aux', 20), ('acl:relcl', 16), ('nsubj', 22), ('ccomp', 20), ('case', 26), ('det', 26), ('amod', 26), ('obl', 22), ('punct', 2)]

get a GPS mobile phone	['VB', 'DT', 'NN', 'JJ', 'NN']	[('root', 0), ('det', 5), ('compound', 5), ('amod', 5), ('obj', 1)]
GPS mobile phone	['NN', 'JJ', 'NN']	[('compound', 3), ('amod', 3), ('root', 0)]

get a GPS mobile phone	['VB', 'DT', 'NN', 'JJ', 'NN']	[('root', 0), ('det', 5), ('compound', 5), ('amod', 5), ('obj', 1)]
GPS mobile phone	['NN', 'JJ', 'NN']	[('compound', 3), ('amod', 3), ('root', 0)]

Use popular scene kids for inspiration on how to look and dress .	['VB', 'JJ', 'NN', 'NNS', 'IN', 'NN', 'IN', 'WRB', 'TO', 'VB', 'CC', 'VB', '.']	[('root', 0), ('amod', 4), ('compound', 4), ('obj', 1), ('case', 6), ('obl', 1), ('mark', 10), ('advmod', 10), ('mark', 10), ('acl', 6), ('cc', 12), ('conj', 10), ('punct', 1)]
Girls : use popular scene queens for inspiration on how to look and dress .	['NNS', ':', 'VB', 'JJ', 'NN', 'NNS', 'IN', 'NN', 'IN', 'WRB', 'TO', 'VB', 'CC', 'NN', '.']	[('root', 0), ('punct', 1), ('appos', 1), ('amod', 6), ('compound', 6), ('obj', 3), ('case', 8), ('obl', 3), ('mark', 12), ('advmod', 12), ('mark', 12), ('acl', 8), ('cc', 14), ('conj', 12), ('punct', 1)]

Be careful not to become overconfident .	['VB', 'JJ', 'RB', 'TO', 'VB', 'JJ', '.']	[('cop', 2), ('root', 0), ('advmod', 5), ('mark', 5), ('xcomp', 2), ('xcomp', 5), ('punct', 2)]
However , be careful not to become overconfident .	['RB', ',', 'VB', 'JJ', 'RB', 'TO', 'VB', 'JJ', '.']	[('advmod', 4), ('punct', 4), ('cop', 4), ('root', 0), ('advmod', 7), ('mark', 7), ('csubj', 4), ('xcomp', 7), ('punct', 4)]

Be the kind of leader that people want to have around - - and not just the first one who volunteered for the job .	['VB', 'DT', 'NN', 'IN', 'NN', 'WDT', 'NNS', 'VBP', 'TO', 'VB', 'RB', ',', ',', 'CC', 'RB', 'RB', 'DT', 'JJ', 'NN', 'WP', 'VBD', 'IN', 'DT', 'NN', '.']	[('cop', 3), ('det', 3), ('root', 0), ('case', 5), ('nmod', 3), ('obj', 8), ('nsubj', 8), ('acl:relcl', 3), ('mark', 10), ('xcomp', 8), ('advmod', 10), ('punct', 3), ('punct', 3), ('cc', 19), ('cc', 19), ('advmod', 19), ('det', 19), ('amod', 19), ('conj', 3), ('nsubj', 21), ('acl:relcl', 19), ('case', 24), ('det', 24), ('obl', 21), ('punct', 3)]
Practice being the kind of leader that people want to have around \ - - and not just the first one who volunteered for the job .	['NN', 'VBG', 'DT', 'NN', 'IN', 'NN', 'WDT', 'NNS', 'VBP', 'TO', 'VB', 'RB', ',', ',', ',', 'CC', 'RB', 'RB', 'DT', 'JJ', 'NN', 'WP', 'VBD', 'IN', 'DT', 'NN', '.']	[('root', 0), ('cop', 4), ('det', 4), ('acl', 1), ('case', 6), ('nmod', 4), ('obj', 9), ('nsubj', 9), ('acl:relcl', 4), ('mark', 11), ('xcomp', 9), ('advmod', 11), ('punct', 1), ('punct', 1), ('punct', 1), ('cc', 21), ('cc', 21), ('advmod', 21), ('det', 21), ('amod', 21), ('conj', 4), ('nsubj', 23), ('acl:relcl', 21), ('case', 26), ('det', 26), ('obl', 23), ('punct', 1)]

is homeless , hungry and tiredif that dosnt work go to the pillow room and repeat these words but also repeat some new and cute words .	['VBZ', 'JJ', ',', 'JJ', 'CC', 'JJ', 'WDT', 'VBP', 'RB', 'VB', 'VB', 'IN', 'DT', 'NN', 'NN', 'CC', 'VB', 'DT', 'NNS', 'CC', 'RB', 'VB', 'DT', 'JJ', 'CC', 'JJ', 'NNS', '.']	[('cop', 2), ('root', 0), ('punct', 4), ('conj', 2), ('cc', 6), ('conj', 2), ('nsubj', 10), ('aux', 10), ('advmod', 10), ('acl:relcl', 2), ('xcomp', 10), ('case', 15), ('det', 15), ('compound', 15), ('obl', 11), ('cc', 17), ('conj', 11), ('det', 19), ('obj', 17), ('cc', 22), ('advmod', 22), ('conj', 10), ('det', 27), ('amod', 27), ('cc', 26), ('conj', 24), ('obj', 22), ('punct', 2)]
' and if that dosnt work go to the pillow room and repeat these words but also repeat some new and cute words . # #	['``', 'CC', 'IN', 'DT', 'VBD', 'RB', 'VB', 'VB', 'IN', 'DT', 'NN', 'NN', 'CC', 'VB', 'DT', 'NNS', 'CC', 'RB', 'VB', 'DT', 'JJ', 'CC', 'JJ', 'NNS', '.']	[('punct', 7), ('cc', 19), ('mark', 7), ('nsubj', 7), ('aux', 7), ('advmod', 7), ('root', 0), ('xcomp', 7), ('case', 12), ('det', 12), ('compound', 12), ('obl', 8), ('cc', 14), ('conj', 8), ('det', 16), ('obj', 14), ('cc', 19), ('advmod', 19), ('conj', 7), ('det', 24), ('amod', 24), ('cc', 23), ('conj', 21), ('obj', 19), ('punct', 7)]

Spare change peace or spare change pweace ! Hides face in hood and raises tiny cup so can get food or money	['VB', 'VB', 'NN', 'CC', 'NN', 'NN', 'NN', '.']	[('root', 0), ('parataxis', 1), ('obj', 2), ('cc', 6), ('compound', 6), ('conj', 3), ('conj', 3), ('punct', 1)]
" Spare change peace / pweace ! " Hides face in hood and raises tiny cup so can get food or money .	['``']	[('root', 0)]

Informed dealers should also include market research and analysis articles on their sites .	['VBN', 'NNS', 'MD', 'RB', 'VB', 'NN', 'NN', 'CC', 'NN', 'NNS', 'IN', 'PRP$', 'NNS', '.']	[('amod', 2), ('nsubj', 5), ('aux', 5), ('advmod', 5), ('root', 0), ('compound', 7), ('obj', 5), ('cc', 10), ('compound', 10), ('conj', 7), ('case', 13), ('nmod:poss', 13), ('obl', 5), ('punct', 5)]
The better dealers will also include market research and analysis articles on their sites .	['DT', 'JJR', 'NNS', 'MD', 'RB', 'VB', 'NN', 'NN', 'CC', 'NN', 'NNS', 'IN', 'PRP$', 'NNS', '.']	[('det', 3), ('amod', 3), ('nsubj', 6), ('aux', 6), ('advmod', 6), ('root', 0), ('compound', 8), ('obj', 6), ('cc', 11), ('compound', 11), ('conj', 8), ('case', 14), ('nmod:poss', 14), ('obl', 6), ('punct', 6)]

Pass B underneath A , over the plait , and into the middle position .	['VB', 'NN', 'JJ', 'NN', ',', 'IN', 'DT', 'NN', ',', 'CC', 'IN', 'DT', 'NN', 'NN', '.']	[('root', 0), ('compound', 4), ('amod', 4), ('obj', 1), ('punct', 1), ('case', 8), ('det', 8), ('obl', 1), ('punct', 14), ('cc', 14), ('case', 14), ('det', 14), ('compound', 14), ('conj', 8), ('punct', 1)]
Next , pass B underneath A , over the plait , and into the middle position .	['RB', ',', 'VB', 'NN', 'JJ', 'NN', ',', 'IN', 'DT', 'NN', ',', 'CC', 'IN', 'DT', 'NN', 'NN', '.']	[('advmod', 3), ('punct', 3), ('root', 0), ('compound', 6), ('amod', 6), ('obj', 3), ('punct', 3), ('case', 10), ('det', 10), ('obl', 3), ('punct', 16), ('cc', 16), ('case', 16), ('det', 16), ('compound', 16), ('conj', 10), ('punct', 3)]

Tie the rest of your hair back with the scrunchie , and secure any wispy strays around your sectioned hair out of the way with kirby grips .	['VB', 'DT', 'NN', 'IN', 'PRP$', 'NN', 'RB', 'IN', 'DT', 'NN', ',', 'CC', 'VB', 'DT', 'JJ', 'NNS', 'IN', 'PRP$', 'VBN', 'NN', 'IN', 'IN', 'DT', 'NN', 'IN', 'NNP', 'NNS', '.']	[('root', 0), ('det', 3), ('obj', 1), ('case', 6), ('nmod:poss', 6), ('nmod', 3), ('advmod', 1), ('case', 10), ('det', 10), ('obl', 1), ('punct', 13), ('cc', 13), ('conj', 1), ('det', 16), ('amod', 16), ('obj', 13), ('case', 20), ('nmod:poss', 20), ('amod', 20), ('obl', 13), ('case', 24), ('case', 24), ('det', 24), ('obl', 13), ('case', 27), ('compound', 27), ('nmod', 24), ('punct', 1)]
As you do this , it 's a good idea to secure any wispy strays around your sectioned hair out of the way with kirby grips .	['IN', 'PRP', 'VBP', 'DT', ',', 'PRP', 'VBZ', 'DT', 'JJ', 'NN', 'TO', 'VB', 'DT', 'JJ', 'NNS', 'IN', 'PRP$', 'VBN', 'NN', 'IN', 'IN', 'DT', 'NN', 'IN', 'NNP', 'NNS', '.']	[('mark', 3), ('nsubj', 3), ('advcl', 10), ('obj', 3), ('punct', 10), ('expl', 10), ('cop', 10), ('det', 10), ('amod', 10), ('root', 0), ('mark', 12), ('csubj', 10), ('det', 15), ('amod', 15), ('obj', 12), ('case', 19), ('nmod:poss', 19), ('amod', 19), ('obl', 12), ('case', 23), ('case', 23), ('det', 23), ('obl', 12), ('case', 26), ('compound', 26), ('nmod', 23), ('punct', 10)]

Pass A underneath B , then over the plait , and into the middle position .	['VB', 'DT', 'JJ', 'NN', ',', 'RB', 'IN', 'DT', 'NN', ',', 'CC', 'IN', 'DT', 'NN', 'NN', '.']	[('root', 0), ('det', 4), ('amod', 4), ('obj', 1), ('punct', 4), ('advmod', 9), ('case', 9), ('det', 9), ('obl', 1), ('punct', 15), ('cc', 15), ('case', 15), ('det', 15), ('compound', 15), ('conj', 4), ('punct', 1)]
Then , pass A underneath B , then over the plait , and into the middle position .	['RB', ',', 'VB', 'DT', 'JJ', 'NN', ',', 'RB', 'IN', 'DT', 'NN', ',', 'CC', 'IN', 'DT', 'NN', 'NN', '.']	[('advmod', 3), ('punct', 3), ('root', 0), ('det', 6), ('amod', 6), ('obj', 3), ('punct', 6), ('advmod', 11), ('case', 11), ('det', 11), ('obl', 3), ('punct', 17), ('cc', 17), ('case', 17), ('det', 17), ('compound', 17), ('conj', 11), ('punct', 3)]

Cut off any excess thread , and save it for a future craft project .	['VB', 'RP', 'DT', 'NN', 'NN', ',', 'CC', 'VB', 'PRP', 'IN', 'DT', 'JJ', 'NN', 'NN', '.']	[('root', 0), ('compound:prt', 1), ('det', 5), ('compound', 5), ('obj', 1), ('punct', 8), ('cc', 8), ('conj', 1), ('obj', 8), ('case', 14), ('det', 14), ('amod', 14), ('compound', 14), ('obl', 8), ('punct', 1)]
If there 's enough thread left , you can save it for a future craft project .	['IN', 'EX', 'VBZ', 'JJ', 'NN', 'VBN', ',', 'PRP', 'MD', 'VB', 'PRP', 'IN', 'DT', 'JJ', 'NN', 'NN', '.']	[('mark', 3), ('expl', 3), ('advcl', 10), ('amod', 5), ('nsubj', 3), ('acl', 5), ('punct', 10), ('nsubj', 10), ('aux', 10), ('root', 0), ('obj', 10), ('case', 16), ('det', 16), ('amod', 16), ('compound', 16), ('obl', 10), ('punct', 10)]

Visit https://www.energystar.gov/products/heating_cooling/air_conditioning_room?qt-consumers_product_tab=3#qt-consumers_product_tab for a comprehensive guide to what BTU rating most closely matches the size of your room .	['VB', 'ADD']	[('root', 0), ('obj', 1)]
For a comprehensive guide to what BTU rating most closely matches the size of your room , visit https://www.energystar.gov/products/heating_cooling/air_conditioning_room?qt-consumers_product_tab=3#qt-consumers_product_tab .	['IN', 'DT', 'JJ', 'NN', 'IN', 'WDT', 'NN', 'NN', 'RBS', 'RB', 'VBZ', 'DT', 'NN', 'IN', 'PRP$', 'NN', ',', 'VB', 'ADD']	[('case', 4), ('det', 4), ('amod', 4), ('obl', 18), ('mark', 11), ('det', 8), ('compound', 8), ('nsubj', 11), ('advmod', 10), ('advmod', 11), ('acl', 4), ('det', 13), ('obj', 11), ('case', 16), ('nmod:poss', 16), ('nmod', 13), ('punct', 18), ('root', 0), ('obj', 18)]

Do some research on household income and spending patterns for the neighborhoods you consider .	['VB', 'DT', 'NN', 'IN', 'NN', 'NN', 'CC', 'NN', 'NNS', 'IN', 'DT', 'NNS', 'PRP', 'VBP', '.']	[('root', 0), ('det', 3), ('obj', 1), ('case', 6), ('compound', 6), ('nmod', 3), ('cc', 9), ('compound', 9), ('conj', 6), ('case', 12), ('det', 12), ('nmod', 3), ('nsubj', 14), ('acl:relcl', 12), ('punct', 1)]
Research on household income and spending patterns for the neighborhoods you consider .	['NN', 'IN', 'NN', 'NN', 'CC', 'NN', 'NNS', 'IN', 'DT', 'NNS', 'PRP', 'VBP', '.']	[('root', 0), ('case', 4), ('compound', 4), ('nmod', 1), ('cc', 7), ('compound', 7), ('conj', 4), ('case', 10), ('det', 10), ('nmod', 1), ('nsubj', 12), ('acl:relcl', 10), ('punct', 1)]

Choose a standard dishwasher .	['VB', 'DT', 'JJ', 'NN', '.']	[('root', 0), ('det', 4), ('amod', 4), ('obj', 1), ('punct', 1)]
A standard dishwasher measures .	['DT', 'JJ', 'NN', 'NNS', '.']	[('det', 4), ('amod', 4), ('compound', 4), ('root', 0), ('punct', 4)]

Make sure seller is wearing pants .	['VB', 'JJ', 'NN', 'VBZ', 'VBG', 'NNS', '.']	[('root', 0), ('xcomp', 1), ('nsubj', 5), ('aux', 5), ('ccomp', 2), ('obj', 5), ('punct', 1)]
Also make sure seller is wearing pants .	['RB', 'VB', 'JJ', 'NN', 'VBZ', 'VBG', 'NNS', '.']	[('advmod', 2), ('root', 0), ('xcomp', 2), ('nsubj', 6), ('aux', 6), ('ccomp', 3), ('obj', 6), ('punct', 2)]

Search for information on industry trends in heavily forested states .	['VB', 'IN', 'NN', 'IN', 'NN', 'NNS', 'IN', 'RB', 'VBN', 'NNS', '.']	[('root', 0), ('case', 3), ('obl', 1), ('case', 6), ('compound', 6), ('nmod', 3), ('case', 10), ('advmod', 9), ('amod', 10), ('obl', 1), ('punct', 1)]
Additionally , search for information on industry trends in heavily forested states .	['RB', ',', 'VB', 'IN', 'NN', 'IN', 'NN', 'NNS', 'IN', 'RB', 'VBN', 'NNS', '.']	[('advmod', 3), ('punct', 3), ('root', 0), ('case', 5), ('obl', 3), ('case', 8), ('compound', 8), ('nmod', 5), ('case', 12), ('advmod', 11), ('amod', 12), ('obl', 3), ('punct', 3)]

Put string in it so the belts can slide in .	['VB', 'NN', 'IN', 'PRP', 'IN', 'DT', 'NNS', 'MD', 'VB', 'RB', '.']	[('root', 0), ('obj', 1), ('case', 4), ('obl', 1), ('mark', 9), ('det', 7), ('nsubj', 9), ('aux', 9), ('advcl', 1), ('advmod', 9), ('punct', 1)]
Now Organize ! Put your belts in the slides of string .	['RB', 'VB', '.']	[('advmod', 2), ('root', 0), ('punct', 2)]

youre ready to be a great basketball player	['VBP', 'JJ', 'TO', 'VB', 'DT', 'JJ', 'NN', 'NN']	[('cop', 2), ('root', 0), ('mark', 8), ('cop', 8), ('det', 8), ('amod', 8), ('compound', 8), ('xcomp', 2)]
you 're ready to be a great basketball player	['PRP', '``', 'VBP', 'JJ', 'TO', 'VB', 'DT', 'JJ', 'NN', 'NN']	[('nsubj', 4), ('punct', 4), ('cop', 4), ('root', 0), ('mark', 10), ('cop', 10), ('det', 10), ('amod', 10), ('compound', 10), ('xcomp', 4)]

Wear something like a bright green wig for shows and add an unusual accessory like lightning bolt earrings .	['VB', 'NN', 'IN', 'DT', 'JJ', 'JJ', 'NN', 'IN', 'NNS', 'CC', 'VB', 'DT', 'JJ', 'NN', 'IN', 'NN', 'NN', 'NNS', '.']	[('root', 0), ('obj', 1), ('case', 7), ('det', 7), ('amod', 7), ('amod', 7), ('nmod', 2), ('case', 9), ('obl', 1), ('cc', 11), ('conj', 1), ('det', 14), ('amod', 14), ('obj', 11), ('case', 18), ('compound', 17), ('compound', 18), ('nmod', 14), ('punct', 1)]
You could wear a bright green wig for shows and add an unusual accessory like lightning bolt earrings .	['PRP', 'MD', 'VB', 'DT', 'JJ', 'JJ', 'NN', 'IN', 'NNS', 'CC', 'VB', 'DT', 'JJ', 'NN', 'IN', 'NN', 'NN', 'NNS', '.']	[('nsubj', 3), ('aux', 3), ('root', 0), ('det', 7), ('amod', 7), ('amod', 7), ('obj', 3), ('case', 9), ('obl', 3), ('cc', 11), ('conj', 3), ('det', 14), ('amod', 14), ('obj', 11), ('case', 18), ('compound', 17), ('compound', 18), ('nmod', 14), ('punct', 3)]

Dress up as a comedian .	['VB', 'RP', 'IN', 'DT', 'NN', '.']	[('root', 0), ('compound:prt', 1), ('case', 5), ('det', 5), ('obl', 1), ('punct', 1)]
Dress up as a funny comedian .	['NN', 'RP', 'IN', 'DT', 'JJ', 'NN', '.']	[('root', 0), ('compound:prt', 1), ('case', 6), ('det', 6), ('amod', 6), ('nmod', 1), ('punct', 1)]

Tilt the highest point of rotation the arm and wrist movement to that of a regular off-break .	['VB', 'DT', 'JJS', 'NN', 'IN', 'NN', 'DT', 'NN', 'CC', 'NN', 'NN', 'IN', 'DT', 'IN', 'DT', 'JJ', 'IN', 'HYPH', 'NN', '.']	[('root', 0), ('det', 4), ('amod', 4), ('obj', 1), ('case', 6), ('nmod', 4), ('det', 11), ('compound', 11), ('cc', 10), ('conj', 8), ('conj', 4), ('case', 13), ('obl', 1), ('case', 19), ('det', 19), ('amod', 19), ('case', 19), ('punct', 19), ('nmod', 13), ('punct', 1)]
Till the highest point of rotation the arm and wrist movement are similar to that of a regular off-break .	['IN', 'DT', 'JJS', 'NN', 'IN', 'NN', 'DT', 'NN', 'CC', 'NN', 'NN', 'VBP', 'JJ', 'IN', 'DT', 'IN', 'DT', 'JJ', 'IN', 'HYPH', 'NN', '.']	[('mark', 13), ('det', 4), ('amod', 4), ('nsubj', 13), ('case', 6), ('nmod', 4), ('det', 11), ('compound', 11), ('cc', 10), ('conj', 8), ('nsubj', 13), ('cop', 13), ('root', 0), ('case', 15), ('obl', 13), ('case', 21), ('det', 21), ('amod', 21), ('case', 21), ('punct', 21), ('nmod', 15), ('punct', 13)]

Clicking this button will archive your selected emails and remove them from your inbox !	['VBG', 'DT', 'NN', 'MD', 'VB', 'PRP$', 'VBN', 'NNS', 'CC', 'VB', 'PRP', 'IN', 'PRP$', 'NN', '.']	[('csubj', 5), ('det', 3), ('obj', 1), ('aux', 5), ('root', 0), ('nmod:poss', 8), ('amod', 8), ('obj', 5), ('cc', 10), ('conj', 5), ('obj', 10), ('case', 14), ('nmod:poss', 14), ('obl', 10), ('punct', 5)]
This will remove your emails from the inbox and place them in the archive folder !	['DT', 'MD', 'VB', 'PRP$', 'NNS', 'IN', 'DT', 'NN', 'CC', 'VB', 'PRP', 'IN', 'DT', 'NN', 'NN', '.']	[('nsubj', 3), ('aux', 3), ('root', 0), ('nmod:poss', 5), ('obj', 3), ('case', 8), ('det', 8), ('obl', 3), ('cc', 10), ('conj', 3), ('obj', 10), ('case', 15), ('det', 15), ('compound', 15), ('obl', 10), ('punct', 3)]

Have fun and be nice to everyone on your blog .	['VB', 'NN', 'CC', 'VB', 'JJ', 'IN', 'NN', 'IN', 'PRP$', 'NN', '.']	[('root', 0), ('obj', 1), ('cc', 5), ('cop', 5), ('conj', 1), ('case', 7), ('obl', 5), ('case', 10), ('nmod:poss', 10), ('nmod', 7), ('punct', 1)]
And most of all , be nice to everyone on your blog .	['CC', 'JJS', 'IN', 'DT', ',', 'VB', 'JJ', 'IN', 'NN', 'IN', 'PRP$', 'NN', '.']	[('cc', 7), ('nsubj', 7), ('case', 4), ('nmod', 2), ('punct', 7), ('cop', 7), ('root', 0), ('case', 9), ('obl', 7), ('case', 12), ('nmod:poss', 12), ('nmod', 9), ('punct', 7)]

Increases in the government inflation rate as well as the time-value of money ( learn about it at http://www.investopedia.com/terms/t/timevalueofmoney.asp) will de-visualize your cash over time .	['VBZ', 'IN', 'DT', 'NN', 'NN', 'NN', 'RB', 'RB', 'IN', 'DT', 'NN', 'HYPH', 'NN', 'IN', 'NN', '-LRB-', 'VB', 'IN', 'PRP', 'IN', 'ADD', '-RRB-', 'MD', 'VB', 'PRP$', 'NN', 'IN', 'NN', '.']	[('root', 0), ('case', 6), ('det', 6), ('compound', 6), ('compound', 6), ('obl', 1), ('cc', 13), ('fixed', 7), ('fixed', 7), ('det', 13), ('compound', 13), ('punct', 13), ('conj', 6), ('case', 15), ('nmod', 13), ('punct', 17), ('parataxis', 13), ('case', 19), ('obl', 17), ('case', 21), ('obl', 17), ('punct', 17), ('aux', 24), ('parataxis', 1), ('nmod:poss', 26), ('obj', 24), ('case', 28), ('obl', 24), ('punct', 1)]
Inflation as well as the time-value of money ( learn about it at http://www.investopedia.com/terms/t/timevalueofmoney.asp) will lower the value of your cash over time .	['NN', 'RB', 'RB', 'IN', 'DT', 'NN', 'HYPH', 'NN', 'IN', 'NN', '-LRB-', 'VB', 'IN', 'PRP', 'IN', 'ADD', '-RRB-', 'MD', 'VB', 'DT', 'NN', 'IN', 'PRP$', 'NN', 'IN', 'NN', '.']	[('nsubj', 19), ('cc', 8), ('fixed', 2), ('fixed', 2), ('det', 8), ('compound', 8), ('punct', 8), ('conj', 1), ('case', 10), ('nmod', 8), ('punct', 12), ('parataxis', 8), ('case', 14), ('obl', 12), ('case', 16), ('obl', 12), ('punct', 12), ('aux', 19), ('root', 0), ('det', 21), ('obj', 19), ('case', 24), ('nmod:poss', 24), ('nmod', 21), ('case', 26), ('obl', 19), ('punct', 19)]

Find out what makes you happy .	['VB', 'RP', 'WP', 'VBZ', 'PRP', 'JJ', '.']	[('root', 0), ('compound:prt', 1), ('nsubj', 4), ('ccomp', 1), ('obj', 4), ('xcomp', 4), ('punct', 1)]
What makes you happy ?	['WP', 'VBZ', 'PRP', 'JJ', '.']	[('nsubj', 2), ('root', 0), ('obj', 2), ('xcomp', 2), ('punct', 2)]

is pretty balanced as a cavalier should be , he has poor luck , but his class , stats and movement make up for it .	['VBZ', 'RB', 'JJ', 'IN', 'DT', 'NN', 'MD', 'VB', ',', 'PRP', 'VBZ', 'JJ', 'NN', ',', 'CC', 'PRP$', 'NN', ',', 'NNS', 'CC', 'NN', 'VBP', 'RP', 'IN', 'PRP', '.']	[('cop', 3), ('advmod', 3), ('root', 0), ('mark', 8), ('det', 6), ('nsubj', 8), ('aux', 8), ('advcl', 3), ('punct', 11), ('nsubj', 11), ('parataxis', 3), ('amod', 13), ('obj', 11), ('punct', 22), ('cc', 22), ('nmod:poss', 17), ('nsubj', 22), ('punct', 19), ('conj', 17), ('cc', 21), ('conj', 17), ('conj', 3), ('compound:prt', 22), ('case', 25), ('obl', 22), ('punct', 3)]
Kent is pretty balanced as a cavalier should be , he has poor luck , but his class , stats and movement make up for it .	['NNP', 'VBZ', 'RB', 'JJ', 'IN', 'DT', 'NN', 'MD', 'VB', ',', 'PRP', 'VBZ', 'JJ', 'NN', ',', 'CC', 'PRP$', 'NN', ',', 'NNS', 'CC', 'NN', 'VBP', 'RP', 'IN', 'PRP', '.']	[('nsubj', 4), ('cop', 4), ('advmod', 4), ('root', 0), ('mark', 9), ('det', 7), ('nsubj', 9), ('aux', 9), ('advcl', 4), ('punct', 12), ('nsubj', 12), ('parataxis', 4), ('amod', 14), ('obj', 12), ('punct', 23), ('cc', 23), ('nmod:poss', 18), ('nsubj', 23), ('punct', 20), ('conj', 18), ('cc', 22), ('conj', 18), ('conj', 4), ('compound:prt', 23), ('case', 26), ('obl', 23), ('punct', 4)]

is the defense based cavalier , he has the highest hp and defense along all the cavaliers .	['VBZ', 'DT', 'NN', 'VBN', 'NN', ',', 'PRP', 'VBZ', 'DT', 'JJS', 'NN', 'CC', 'NN', 'IN', 'PDT', 'DT', 'NNS', '.']	[('aux', 8), ('det', 5), ('compound', 4), ('amod', 5), ('nsubj', 8), ('punct', 8), ('nsubj', 8), ('root', 0), ('det', 11), ('amod', 11), ('obj', 8), ('cc', 13), ('conj', 11), ('case', 17), ('det:predet', 17), ('det', 17), ('nmod', 11), ('punct', 8)]
Lowen is the defense based cavalier , he has the highest hp and defense along all the cavaliers .	['NNP', 'VBZ', 'DT', 'NN', 'VBN', 'NN', ',', 'PRP', 'VBZ', 'DT', 'JJS', 'NN', 'CC', 'NN', 'IN', 'PDT', 'DT', 'NNS', '.']	[('nsubj', 6), ('cop', 6), ('det', 6), ('compound', 5), ('amod', 6), ('root', 0), ('punct', 6), ('nsubj', 9), ('parataxis', 6), ('det', 12), ('amod', 12), ('obj', 9), ('cc', 14), ('conj', 12), ('case', 18), ('det:predet', 18), ('det', 18), ('nmod', 12), ('punct', 6)]

Be free-spirited.You only get to be a high school student once .	['VB', 'JJ', 'HYPH', 'JJ', '.']	[('cop', 4), ('amod', 4), ('punct', 4), ('root', 0), ('punct', 4)]
You only get to be a high school student once .	['PRP', 'RB', 'VBP', 'TO', 'VB', 'DT', 'JJ', 'NN', 'NN', 'RB', '.']	[('nsubj', 3), ('advmod', 3), ('root', 0), ('mark', 9), ('cop', 9), ('det', 9), ('amod', 8), ('compound', 9), ('xcomp', 3), ('advmod', 9), ('punct', 3)]

Handcrafted Log HomesThe intricate workmanship and natural beauty of handcrafted log homes is what many log home enthusiasts are looking for .	['VBN', 'NN', 'NNS']	[('amod', 3), ('compound', 3), ('root', 0)]
The intricate workmanship and natural beauty of handcrafted log homes is what many log home enthusiasts are looking for .	['DT', 'JJ', 'NN', 'CC', 'JJ', 'NN', 'IN', 'VBN', 'NN', 'NNS', 'VBZ', 'WP', 'JJ', 'NN', 'NN', 'NNS', 'VBP', 'VBG', 'IN', '.']	[('det', 3), ('amod', 3), ('nsubj', 12), ('cc', 6), ('amod', 6), ('conj', 3), ('case', 10), ('amod', 10), ('compound', 10), ('nmod', 6), ('cop', 12), ('root', 0), ('amod', 14), ('nsubj', 12), ('compound', 16), ('nsubj', 18), ('aux', 18), ('acl:relcl', 14), ('obl', 18), ('punct', 12)]
